a. 1 to 4,"7,501","8,432","21,072","19,622","1,200",14.3,"1,274",15.2,"6,632",D,D,D,33.8,"3,732",D,"1,581",D,19.0,"2,900",14.8,38.0,711,715,"1,221"
b. 5 to 9,"3,229","3,828","26,262","25,650",248,6.5,198,5.2,"5,118","1,590","3,528",6.2,20.0,"3,894","1,269","2,625",4.9,15.2,"1,224",4.8,30.4,115,115,724
c. 10 to 19,"2,035","2,453","32,584","32,758",103,4.2,101,4.1,"4,724","1,384","3,340",4.2,14.4,"5,071","1,337","3,734",4.1,15.5,-347,-1.1,28.8,49,49,632
d. 20 to 49,"1,104","1,446","41,501","41,615",63,4.4,35,2.4,"4,786","1,779","3,007",4.3,11.5,"5,013","1,052","3,961",2.5,12.0,-227,-0.5,23.0,19,19,573
e. 50 to 99,345,454,"30,600","30,429",21,4.7,15,3.3,"4,231","1,472","2,759",4.8,13.9,"3,889",938,"2,951",3.1,12.8,342,1.1,25.6,6,6,358
f. 100 to 249,179,255,"37,262","37,489",11,4.4,5,2.0,"3,841","1,435","2,406",3.8,10.2,"4,295",919,"3,376",2.5,11.5,-454,-1.3,20.4,1,1,D
g. 250 to 499,51,65,"22,430","22,575",1,1.6,0,0.0,"1,217",D,D,D,5.4,"1,507",0,"1,507",0.0,6.7,-290,-1.3,10.8,,,
h. 500 to 999,22,27,"16,083","17,165",0,0.0,2,7.1,564,0,564,0.0,3.3,"2,728",D,"1,634",D,15.9,"-2,164",-12.6,6.6,1,1,D
i. 1000+,17,18,"26,109","26,397",0,0.0,0,0.0,"1,115",0,"1,115",0.0,4.2,"1,690",0,"1,690",0.0,6.4,-575,-2.2,8.4,,,
m. ALL,"14,483","16,978","253,903","253,700","1,647",9.7,"1,630",9.6,"32,228","10,132","22,096",4.0,12.7,"31,819","8,760","23,059",3.5,12.5,409,0.2,25.0,902,906,"4,210"
,,2012,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"7,589","8,506","21,858","19,838","1,405",16.6,"1,291",15.3,"7,669","2,538","5,131",12.8,38.7,"3,629",D,"1,421",D,18.3,"4,040",20.4,36.6,726,741,"1,283"
b. 5 to 9,"3,313","3,900","27,016","26,215",250,6.5,195,5.0,"5,664","1,615","4,049",6.2,21.6,"4,061","1,237","2,824",4.7,15.5,"1,603",6.1,31.0,118,127,809
c. 10 to 19,"2,062","2,500","33,939","33,541",130,5.2,106,4.3,"5,704","1,728","3,976",5.2,17.0,"4,907","1,389","3,518",4.1,14.6,797,2.4,29.2,68,70,919
d. 20 to 49,"1,092","1,436","43,591","42,677",71,5.0,45,3.2,"7,906","2,125","5,781",5.0,18.5,"6,077","1,227","4,850",2.9,14.2,"1,829",4.3,28.4,25,25,651
e. 50 to 99,335,449,"30,543","30,256",21,4.7,13,2.9,"4,650","1,396","3,254",4.6,15.4,"4,075",810,"3,265",2.7,13.5,575,1.9,27.0,4,4,226
f. 100 to 249,185,263,"38,968","39,029",11,4.2,6,2.3,"4,346",D,D,D,11.1,"4,468",967,"3,501",2.5,11.4,-122,-0.3,22.2,1,1,D
g. 250 to 499,53,70,"23,317","24,130",0,0.0,0,0.0,"1,138",0,"1,138",0.0,4.7,"2,763",0,"2,763",0.0,11.5,"-1,625",-6.8,9.4,,,
h. 500 to 999,22,26,"15,788","15,945",2,7.8,1,3.9,"2,592",D,D,D,16.3,"2,906",D,"2,201",D,18.2,-314,-1.9,32.6,1,1,D
i. 1000+,15,16,"21,712","23,388",0,0.0,0,0.0,464,0,464,0.0,2.0,"3,816",0,"3,816",0.0,16.3,"-3,352",-14.3,4.0,,,
m. ALL,"14,666","17,166","256,732","255,019","1,890",11.1,"1,657",9.7,"40,133","12,664","27,469",5.0,15.7,"36,702","8,543","28,159",3.3,14.4,"3,431",1.3,28.8,943,969,"4,721"
