Country: USA,,,,,,,,,
Variable: Firmdeath_Emp,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,.,.
b) 1,851,349,234,230,D,D,.,.,
c) 2,447,301,226,D,D,.,.,.,
d) 3,433,319,135,172,D,D,.,.,.
e) 4,345,168,92,422,D,.,D,.,
f) 5,240,134,173,D,D,.,.,,
g) 6 to 10,741,496,338,182,D,D,.,.,.
h) 11 to 15,374,168,175,243,.,.,.,.,.
i) 16 to 20,121,68,.,.,.,.,.,.,.
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,404,183,258,D,D,.,.,.,.
m) ALL,"3,956","2,186","1,631","1,601","1,196",946,659,.,.
,           1995,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,,,
b) 1,794,230,D,D,.,.,.,.,.
c) 2,507,275,D,D,.,.,.,.,
d) 3,355,196,72,.,.,.,,.,
e) 4,343,184,D,D,.,.,.,.,.
f) 5,283,D,D,.,.,.,.,.,
g) 6 to 10,878,601,294,195,.,.,.,.,.
h) 11 to 15,352,256,177,244,.,.,.,.,.
i) 16 to 20,131,D,D,.,.,.,.,.,.
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,299,167,162,D,D,.,.,.,.
m) ALL,"3,942","2,186","1,333",862,122,.,.,.,.
,           1996,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,.,.
b) 1,713,250,318,227,.,.,.,,
c) 2,527,203,D,D,.,.,.,.,.
d) 3,371,193,D,D,.,.,.,.,
e) 4,278,228,71,207,.,.,.,.,
f) 5,274,72,167,142,.,.,.,.,.
g) 6 to 10,882,441,400,D,D,.,.,.,.
h) 11 to 15,335,265,164,177,.,.,.,.,.
i) 16 to 20,158,76,D,D,.,.,.,.,.
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,331,155,144,D,D,D,.,.,.
m) ALL,"3,869","1,883","1,496","1,407",228,206,.,.,.
,           1997,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,,,
b) 1,708,267,342,D,.,D,.,.,.
c) 2,462,302,D,D,.,.,.,,
d) 3,365,164,D,D,.,.,.,.,.
e) 4,282,147,113,.,.,.,.,.,
f) 5,264,145,D,D,.,.,.,.,
g) 6 to 10,853,384,318,250,D,D,.,.,.
h) 11 to 15,436,349,214,D,D,.,.,.,.
i) 16 to 20,287,158,85,183,.,.,.,.,.
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,305,159,D,D,.,.,.,.,.
m) ALL,"3,962","2,075","1,458","1,180",228,701,.,.,.
,           1998,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,787,222,107,255,.,.,.,,
c) 2,513,186,308,237,.,D,D,.,.
d) 3,379,181,D,D,.,.,.,.,
e) 4,331,178,D,.,.,D,.,.,.
f) 5,209,140,D,.,D,.,.,.,
g) 6 to 10,856,536,280,148,.,.,.,.,.
h) 11 to 15,393,281,155,199,.,.,.,.,.
i) 16 to 20,238,50,D,D,.,.,.,.,.
j) 21 to 25,21,39,.,.,.,.,.,,.
k) 26+,,,,,,,,,
l) Left Censored,288,124,D,D,.,.,.,.,.
