Country: USA,,,,,,,,,
Variable: Job_Destruction_Rate_Deaths,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,D,D,D
b) 1,33.7,10.6,15.8,D,D,0.0,0.0,,
c) 2,32.0,12.6,D,D,0.0,0.0,0.0,D,D
d) 3,27.3,13.4,D,12.4,D,0.0,D,D,
e) 4,27.6,11.8,7.6,D,D,0.0,D,D,
f) 5,23.8,6.8,11.1,7.7,D,0.0,D,D,D
g) 6 to 10,24.0,8.3,6.9,4.3,D,D,0.0,D,D
h) 11 to 15,15.5,7.4,4.9,D,D,0.0,0.0,0.0,0.0
i) 16 to 20,11.9,4.3,2.9,D,D,0.0,0.0,D,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,14.9,5.2,4.2,1.9,D,D,0.0,0.0,0.0
m) ALL,20.3,7.8,6.4,5.5,4.3,0.7,1.8,0.0,0.0
,           1997,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,,,
b) 1,32.5,11.6,13.6,18.2,D,D,0.0,D,D
c) 2,31.7,14.9,6.9,8.2,0.0,0.0,0.0,,
d) 3,27.1,11.9,5.8,D,D,0.0,D,D,0.0
e) 4,27.9,8.8,D,D,0.0,0.0,D,D,
f) 5,29.6,9.5,6.2,10.2,D,D,D,D,
g) 6 to 10,27.2,9.2,7.8,3.3,3.2,10.1,0.0,0.0,0.0
h) 11 to 15,21.5,9.3,4.8,2.2,4.5,0.0,0.0,D,D
i) 16 to 20,16.3,9.4,3.6,5.2,0.0,0.0,0.0,D,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,13.5,6.2,D,2.4,D,0.0,0.0,0.0,0.0
m) ALL,22.0,9.2,6.1,4.7,2.6,3.0,0.0,0.0,0.0
,           1998,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,,
b) 1,35.7,9.2,10.0,16.2,D,D,D,,
c) 2,30.1,11.3,11.4,10.3,D,D,D,D,D
d) 3,30.6,14.0,5.4,D,0.0,D,D,D,
e) 4,27.4,12.2,4.0,D,D,37.7,D,D,0.0
f) 5,23.8,19.3,9.0,6.7,D,D,D,D,
g) 6 to 10,24.1,10.0,7.4,3.5,4.1,D,D,D,D
h) 11 to 15,18.7,7.7,4.4,6.2,D,D,0.0,0.0,0.0
i) 16 to 20,15.2,3.3,3.1,D,D,0.0,0.0,D,D
j) 21 to 25,11.4,10.3,0.0,D,0.0,D,D,,D
k) 26+,,,,,,,,,
l) Left Censored,13.6,6.6,3.1,5.1,0.0,D,D,0.0,0.0
m) ALL,21.1,8.8,5.3,5.6,2.4,7.0,6.2,0.0,0.0
,           1999,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,D,D,
b) 1,32.6,D,11.1,D,D,0.0,D,D,
c) 2,29.5,10.6,5.9,D,D,0.0,D,D,
d) 3,25.3,13.1,12.0,D,0.0,D,0.0,D,D
e) 4,25.7,9.9,13.3,6.8,D,D,D,D,
f) 5,24.8,9.6,10.2,D,D,0.0,D,D,0.0
g) 6 to 10,21.7,7.1,8.4,D,0.0,0.0,0.0,D,
h) 11 to 15,19.1,7.2,7.7,6.3,D,D,0.0,0.0,0.0
i) 16 to 20,15.0,3.9,4.1,D,D,D,0.0,D,D
j) 21 to 25,15.0,D,0.0,D,0.0,0.0,0.0,D,D
k) 26+,,,,,,,,,
l) Left Censored,15.0,6.7,5.1,3.7,2.0,0.0,0.0,0.0,0.0
m) ALL,20.0,7.9,7.1,5.2,2.9,2.5,0.0,3.9,0.0
,           2000,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
b) 1,30.9,9.8,D,7.1,D,D,0.0,D,D
c) 2,28.7,14.2,16.2,10.9,D,D,D,D,
d) 3,24.1,9.9,12.5,7.7,0.0,0.0,D,D,
e) 4,26.1,9.5,17.2,7.1,0.0,0.0,0.0,D,D
f) 5,20.7,9.0,8.9,D,0.0,D,D,D,
g) 6 to 10,19.9,8.6,7.1,9.5,5.5,D,D,0.0,0.0
h) 11 to 15,16.8,5.9,2.4,4.7,D,D,0.0,0.0,0.0
i) 16 to 20,14.9,6.3,4.0,2.2,0.0,0.0,0.0,D,D
j) 21 to 25,8.7,3.3,D,D,0.0,0.0,0.0,D,D
k) 26+,,,,,,,,,
l) Left Censored,13.1,5.0,3.0,4.1,D,D,0.0,0.0,0.0
m) ALL,18.1,7.4,6.3,5.5,1.7,4.4,2.9,0.0,0.0
,           2001,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,D,D,
b) 1,34.3,8.4,6.4,4.0,D,D,0.0,0.0,
c) 2,29.1,15.3,15.7,6.9,11.8,0.0,0.0,D,D
d) 3,29.1,12.7,11.2,9.6,12.6,0.0,D,D,
e) 4,25.9,9.6,11.0,16.3,0.0,0.0,D,D,
f) 5,25.9,7.5,8.6,D,0.0,D,0.0,D,D
g) 6 to 10,20.6,10.1,4.6,4.9,D,D,0.0,D,D
h) 11 to 15,16.6,7.6,5.4,3.2,D,D,0.0,0.0,0.0
i) 16 to 20,12.9,3.5,5.6,3.4,D,D,0.0,D,D
j) 21 to 25,11.2,5.5,0.0,D,D,0.0,0.0,D,D
k) 26+,,,,,,,,,
l) Left Censored,11.9,3.4,1.7,D,D,0.0,0.0,0.0,0.0
m) ALL,18.9,7.6,5.4,4.2,3.2,3.4,0.0,4.9,0.0
,           2002,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,,D,
b) 1,35.8,10.8,11.0,9.9,0.0,0.0,0.0,D,D
c) 2,33.6,11.0,5.6,10.3,0.0,0.0,0.0,0.0,
d) 3,25.9,9.9,6.8,5.6,0.0,D,D,D,D
e) 4,25.3,10.3,5.6,12.1,D,D,D,D,
f) 5,29.1,10.7,10.3,D,0.0,D,D,D,
g) 6 to 10,22.7,7.8,9.7,D,0.0,D,0.0,0.0,D
h) 11 to 15,21.4,9.5,7.0,5.3,5.3,8.5,0.0,D,D
i) 16 to 20,17.7,8.6,5.9,D,0.0,D,0.0,0.0,0.0
j) 21 to 25,14.1,6.2,3.7,4.1,D,D,0.0,D,D
k) 26+,,,,,,,,,
l) Left Censored,16.2,7.5,3.3,6.3,2.4,3.3,0.0,0.0,0.0
m) ALL,21.0,8.4,6.5,5.6,2.0,5.4,1.4,0.0,0.0
,           2003,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,,
b) 1,D,10.1,9.3,16.2,D,D,0.0,,D
c) 2,26.1,10.5,12.1,D,0.0,D,0.0,D,D
d) 3,20.9,6.2,4.2,D,D,0.0,D,0.0,
e) 4,18.7,D,3.8,6.7,0.0,D,D,0.0,D
