l) Left Censored,48,4,5,1,.,.,.,.,.
m) ALL,"1,258",235,147,40,23,7,1,.,.
,           2012,Initial Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,1,.,1,.,.,.,.,,.
b) 1,230,42,17,7,2,1,1,.,
c) 2,104,31,11,9,.,1,.,.,
d) 3,101,22,10,10,2,.,.,.,.
e) 4,88,26,14,3,.,.,.,.,
f) 5,82,23,12,3,1,.,.,.,.
g) 6 to 10,238,43,31,17,.,1,.,.,.
h) 11 to 15,132,23,16,7,2,.,.,.,.
i) 16 to 20,75,14,7,3,2,1,.,.,.
j) 21 to 25,69,15,9,6,1,.,.,.,.
k) 26+,69,15,9,2,1,1,.,.,.
l) Left Censored,53,8,6,6,1,1,.,.,.
m) ALL,"1,242",262,143,73,12,6,1,.,.
