Country: USA,,,,,,,,,
Variable: Net_Job_Creation,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
i) 16 to 20,-213,-206,-30,-369,-155,66,36,D,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,-774,-655,"-1,250","-1,441","-1,581","-1,559",-161,-236,77
m) ALL,203,"-1,115",-985,"-2,693","-3,447","-1,847",513,464,"3,524"
,           1995,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"5,624","3,609","2,588","3,844","2,643","1,891",,,
b) 1,-818,-157,-154,157,398,450,9,D,D
c) 2,-750,-295,-243,-123,32,-257,D,D,
d) 3,-554,-409,-131,-293,120,-111,,-164,
e) 4,-532,-313,-384,-304,-115,-351,D,50,D
f) 5,-400,-284,-40,-223,62,116,D,D,
g) 6 to 10,"-1,300","-1,185","-1,148",-829,-201,-220,-282,-31,-88
h) 11 to 15,-631,-540,-377,-452,-59,-327,-463,D,D
i) 16 to 20,-261,-250,-237,-474,-381,-85,31,D,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,-614,-637,-785,"-1,170",-685,-559,-775,-128,-286
m) ALL,-236,-461,-911,133,"1,814",547,"-1,042","-1,816","2,890"
,           1996,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"5,657","3,317","3,284","5,053","1,841","2,499",D,D,D
b) 1,-640,22,-205,149,25,721,-394,,
c) 2,-676,-198,-247,44,288,-172,-137,D,D
d) 3,-460,-276,-191,-504,-88,256,D,D,
e) 4,-455,-396,-165,-696,-140,184,D,D,
f) 5,-402,-257,-466,-198,-161,104,-621,D,D
g) 6 to 10,"-1,437","-1,207","-1,005",-697,119,-203,-6,D,D
h) 11 to 15,-727,-708,-652,-682,42,183,-393,536,-72
i) 16 to 20,-332,-399,-362,-501,-352,-113,-183,D,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,-736,-685,"-1,062","-1,622","-1,651",-496,-86,295,"-2,220"
m) ALL,-208,-787,"-1,071",346,-77,"2,963","-1,293",726,"-1,620"
,           1997,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"6,014","3,036","2,974","3,123","1,297","1,664",,,
b) 1,-676,-118,150,-592,-1,487,-61,D,D
c) 2,-594,-341,-34,-210,233,-93,305,,
d) 3,-341,-305,68,5,-281,416,D,D,478
e) 4,-400,-144,42,-25,1,-216,D,D,
f) 5,-466,-276,-199,-179,-154,-643,D,D,
g) 6 to 10,"-1,707","-1,119","-1,085",-527,-192,"-1,217",170,274,164
h) 11 to 15,-858,-694,-735,11,-220,-636,337,D,D
i) 16 to 20,-573,-540,-356,-183,197,-279,147,D,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,-548,-522,-915,-607,-438,-69,0,394,-11
m) ALL,-149,"-1,023",-90,816,442,-586,787,"-1,868",732
,           1998,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"5,173","3,325","3,011","4,074","1,824",D,D,,
b) 1,-822,31,-96,-206,119,D,D,,
c) 2,-624,-221,-359,-104,34,"-1,180",-670,D,D
d) 3,-495,-215,-120,77,-50,-325,D,D,
e) 4,-452,-267,-96,-163,-131,-868,D,D,-356
f) 5,-233,-331,-241,-41,-110,-566,D,D,
g) 6 to 10,"-1,398",-715,-698,-922,-442,"-1,107",-773,D,D
h) 11 to 15,-724,-420,-423,-854,-441,28,-104,-9,-56
i) 16 to 20,-456,-280,-560,-567,-311,80,-574,D,D
j) 21 to 25,-51,-112,-84,-56,16,-332,D,,D
k) 26+,,,,,,,,,
l) Left Censored,-634,-603,-575,"-1,869",95,-625,-778,-528,154
m) ALL,-716,192,-241,-631,603,"-3,236","-1,719",-561,-689
,           1999,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"4,931","2,714","3,109","4,654","1,754","2,881",D,D,
b) 1,-681,-213,-16,215,77,"1,036",D,D,
c) 2,-563,-210,76,-235,-202,346,D,D,
d) 3,-375,-300,-176,-461,148,-56,71,D,D
e) 4,-361,-190,-297,39,-81,-516,D,D,
f) 5,-323,-84,-353,-161,-320,13,D,D,"-2,579"
g) 6 to 10,"-1,159",-576,-818,-899,55,636,-364,"-1,182",
h) 11 to 15,-765,-527,-614,-739,-110,-57,-908,-99,-17
i) 16 to 20,-379,-240,-162,-163,-40,-325,-145,D,D
j) 21 to 25,-124,-113,28,-403,25,-159,-116,D,D
k) 26+,,,,,,,,,
l) Left Censored,-526,-514,-547,-740,-561,22,-156,-387,"-1,127"
m) ALL,-325,-253,230,"1,107",745,"3,821",167,-408,"-3,982"
,           2000,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"5,326","3,346","2,994","3,330","2,483","2,061","1,848",,
b) 1,-495,43,234,-60,118,-994,511,D,D
c) 2,-435,-244,-327,-54,13,-607,D,D,
d) 3,-347,-97,-150,302,68,170,D,D,
e) 4,-354,-219,-320,66,233,222,30,D,D
f) 5,-199,-83,-80,-167,60,70,D,D,
g) 6 to 10,-941,-534,-531,-695,-282,702,-826,107,374
h) 11 to 15,-579,-255,153,-280,417,158,25,-12,69
i) 16 to 20,-444,-269,-136,-110,367,239,24,D,D
j) 21 to 25,-206,-124,-147,175,56,185,89,D,D
k) 26+,,,,,,,,,
l) Left Censored,-405,-365,-450,-423,178,68,"1,150",-359,848
m) ALL,921,"1,199","1,240","2,084","3,711","2,274","2,989",126,951
