Country: USA,,,,,,,,,,,,
Variable: Denom,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
g) 6 to 10,"4,558","6,968","8,447","11,348","6,515","4,324","4,219","3,892","5,089",D,,D
h) 11 to 15,"3,288","5,205","6,882","7,758","4,838","5,706","3,068","2,906","5,821",375,D,D
i) 16 to 20,"1,106","1,617","2,227","3,210","2,040","3,634","2,687",D,"4,680",D,486,739
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"3,881","5,764","9,788","18,322","13,259","18,876","18,962","14,094","22,904","30,826","10,752","62,867"
m) ALL,"24,080","30,857","37,862","52,029","33,102","37,182","33,163","24,177","44,464","32,450","11,875","64,531"
,           1995,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,256","1,126",880,841,378,,,,,,,
b) 1,"2,435","2,115","2,061","1,806","1,158",619,D,D,D,D,,D
c) 2,"1,924","2,009","1,630","1,325","1,071",777,D,D,D,,,
d) 3,"1,467","2,001","1,757","1,720","1,175","1,147",419,"1,117",D,D,,D
e) 4,"1,531","1,960","1,734","2,121","1,352",451,"1,100",D,D,D,,D
f) 5,"1,408","1,643","1,725","1,929","1,346",393,904,D,,,,
g) 6 to 10,"4,826","6,988","8,013","11,099","6,415","3,830","4,768","4,081","5,594",920,D,D
h) 11 to 15,"3,263","4,819","6,693","7,195","3,712","5,442","2,277","1,733","2,693",290,D,D
i) 16 to 20,"1,558","2,431","3,423","4,105","3,266","4,466","3,561",D,"9,979",67,418,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"3,595","5,700","9,155","16,788","12,617","18,000","16,085","16,560","27,894","27,786","7,659","59,506"
m) ALL,"24,263","30,792","37,071","48,929","32,490","35,125","30,116","27,081","50,306","33,465","8,610","63,180"
,           1996,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,296","1,047","1,005","1,269",317,884,,,,,,
b) 1,"2,332","2,100","2,266","1,843","1,405",D,,D,,,,
c) 2,"1,818","1,899","1,882","1,744","1,281",D,D,D,D,D,D,
d) 3,"1,571","1,723","1,372","1,527",799,690,D,D,,,,
e) 4,"1,301","1,810","1,506","1,709","1,101",949,904,D,D,D,,D
f) 5,"1,424","1,694","1,703","1,731","1,015",670,"1,126",D,D,D,D,
g) 6 to 10,"4,756","6,871","7,600","9,453","6,164","4,207","4,416","2,998","3,772",286,"1,281",343
h) 11 to 15,"3,240","4,838","6,500","7,773","4,894","5,909","1,888","1,216","5,486",378,D,D
i) 16 to 20,"2,042","3,214","4,126","5,424","3,523","5,303","3,265","1,342","11,641",101,361,"1,476"
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"3,544","5,094","8,859","16,016","11,170","17,798","15,142","15,843","26,156","28,794","7,766","60,582"
m) ALL,"24,324","30,290","36,819","48,489","31,669","37,691","27,700","26,227","51,157","34,070","9,824","64,116"
,           1997,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
