d. 20 to 49,"28,446","38,166","1,147,505","1,144,160","2,201",5.8,"1,881",4.9,"183,005","65,594","117,411",5.7,16.0,"176,314","56,787","119,527",5.0,15.4,"6,691",0.6,30.8,"1,015","1,024","30,347"
e. 50 to 99,"9,295","12,657","856,570","862,171",662,5.2,636,5.0,"124,482","46,069","78,413",5.3,14.4,"135,684","43,800","91,884",5.1,15.7,"-11,202",-1.3,28.8,282,283,"19,428"
f. 100 to 249,"5,087","7,396","1,097,816","1,104,740",363,4.9,312,4.2,"141,708","54,625","87,083",4.9,12.8,"155,555","47,422","108,133",4.3,14.1,"-13,847",-1.3,25.6,122,122,"17,898"
g. 250 to 499,"1,541","2,055","694,532","695,874",110,5.4,83,4.1,"84,589","36,446","48,143",5.2,12.2,"87,272","27,996","59,276",4.0,12.5,"-2,683",-0.3,24.4,30,30,"9,853"
h. 500 to 999,679,850,"557,343","568,176",24,2.8,18,2.1,"45,659","15,241","30,418",2.7,8.0,"67,325","11,432","55,893",2.0,11.8,"-21,666",-3.8,16.0,3,3,"1,743"
i. 1000+,423,551,"1,195,637","1,218,618",15,2.7,21,3.8,"86,841","25,660","61,181",2.1,7.1,"132,802","49,808","82,994",4.1,10.9,"-45,961",-3.8,14.2,6,6,"9,819"
m. ALL,"402,191","459,454","7,535,670","7,513,884","52,331",11.4,"47,954",10.5,"1,121,042","400,262","720,780",5.3,14.9,"1,077,465","380,775","696,690",5.1,14.3,"43,577",0.6,28.6,"32,172","32,327","184,772"
,,2008,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"239,533","254,651","589,118","549,138","37,930",15.0,"34,652",13.7,"173,334","64,525","108,809",11.8,31.6,"93,373","57,939","35,434",10.6,17.0,"79,961",14.6,34.0,"24,938","24,948","43,044"
b. 5 to 9,"74,679","88,514","605,000","591,639","6,042",6.9,"4,990",5.7,"118,475","39,123","79,352",6.6,20.0,"91,752","32,196","59,556",5.4,15.5,"26,723",4.5,31.0,"3,860","3,868","24,885"
c. 10 to 19,"44,611","57,675","793,479","780,870","3,195",5.6,"2,585",4.5,"133,538","42,420","91,118",5.4,17.1,"108,319","34,430","73,889",4.4,13.9,"25,219",3.2,27.8,"1,908","1,915","25,377"
d. 20 to 49,"28,281","38,278","1,177,223","1,161,162","1,777",4.7,"1,490",3.9,"181,039","52,750","128,289",4.5,15.6,"148,916","44,870","104,046",3.9,12.8,"32,123",2.8,25.6,"1,052","1,058","31,467"
e. 50 to 99,"9,388","12,714","867,203","865,559",597,4.7,468,3.7,"116,185","40,214","75,971",4.6,13.4,"112,896","31,964","80,932",3.7,13.0,"3,289",0.4,26.0,280,280,"18,922"
f. 100 to 249,"5,119","7,398","1,105,402","1,106,593",330,4.5,250,3.4,"133,057","48,969","84,088",4.4,12.0,"135,439","38,194","97,245",3.5,12.2,"-2,382",-0.2,24.0,122,123,"18,333"
g. 250 to 499,"1,570","2,131","709,243","714,252",95,4.5,73,3.4,"79,159","32,849","46,310",4.6,11.1,"89,177","24,642","64,535",3.5,12.5,"-10,018",-1.4,22.2,46,46,"15,678"
h. 500 to 999,685,848,"562,252","569,906",27,3.2,26,3.1,"50,791","18,538","32,253",3.3,8.9,"66,100","18,372","47,728",3.2,11.6,"-15,309",-2.7,17.8,11,11,"7,698"
i. 1000+,427,556,"1,229,169","1,230,618",18,3.2,14,2.5,"102,953","50,517","52,436",4.1,8.4,"105,851","26,630","79,221",2.2,8.6,"-2,898",-0.2,16.8,3,3,"12,477"
m. ALL,"404,293","462,765","7,638,089","7,569,737","50,011",10.9,"44,548",9.7,"1,088,531","389,905","698,626",5.2,14.4,"951,823","309,237","642,586",4.1,12.6,"136,708",1.8,25.2,"32,220","32,252","197,881"
,,2009,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"234,693","249,446","570,398","540,389","35,022",13.9,"38,890",15.5,"161,979","60,566","101,413",11.2,30.0,"101,960","64,704","37,256",12.0,18.9,"60,019",11.1,37.8,"26,413","26,421","45,101"
b. 5 to 9,"73,482","87,385","577,717","578,568","5,066",5.8,"5,305",6.1,"97,412","32,955","64,457",5.7,16.8,"99,113","34,321","64,792",5.9,17.1,"-1,701",-0.3,33.6,"3,942","3,946","25,487"
c. 10 to 19,"44,236","57,631","756,432","765,837","2,869",5.0,"2,737",4.8,"106,129","38,503","67,626",5.0,13.9,"124,938","36,394","88,544",4.8,16.3,"-18,809",-2.4,27.8,"1,907","1,931","25,589"
d. 20 to 49,"28,401","38,565","1,113,669","1,134,760","1,728",4.5,"1,596",4.1,"132,322","51,127","81,195",4.5,11.7,"174,503","47,369","127,134",4.2,15.4,"-42,181",-3.7,23.4,"1,044","1,058","30,943"
e. 50 to 99,"9,508","12,811","830,810","853,613",505,3.9,478,3.7,"86,022","34,777","51,245",4.1,10.1,"131,627","32,780","98,847",3.8,15.4,"-45,605",-5.3,20.2,255,255,D
f. 100 to 249,"5,347","7,661","1,075,958","1,111,483",300,3.9,264,3.5,"104,003","43,886","60,117",3.9,9.4,"175,053","38,367","136,686",3.5,15.7,"-71,050",-6.3,18.8,130,130,"18,344"
g. 250 to 499,"1,602","2,139","694,535","713,948",60,2.8,59,2.8,"59,225","21,482","37,743",3.0,8.3,"98,051","20,475","77,576",2.9,13.7,"-38,826",-5.4,16.6,22,22,"7,663"
h. 500 to 999,681,845,"548,557","560,013",15,1.8,11,1.3,"43,004","9,974","33,030",1.8,7.7,"65,916","7,474","58,442",1.3,11.8,"-22,912",-4.1,15.4,2,2,D
i. 1000+,427,555,"1,177,665","1,217,229",8,1.4,6,1.1,"47,091","14,450","32,641",1.2,3.9,"126,219","12,168","114,051",1.0,10.4,"-79,128",-6.5,7.8,3,3,"7,505"
m. ALL,"398,377","457,038","7,345,741","7,475,840","45,573",9.9,"49,346",10.7,"837,187","307,720","529,467",4.1,11.2,"1,097,380","294,052","803,328",3.9,14.7,"-260,193",-3.5,22.4,"33,718","33,768","179,424"
,,2010,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"238,427","253,132","571,955","541,706","36,247",14.3,"36,426",14.4,"156,595","63,044","93,551",11.6,28.9,"96,096","61,069","35,027",11.3,17.7,"60,499",11.2,35.4,"24,452","24,464","42,064"
b. 5 to 9,"72,565","86,765","579,735","574,506","5,392",6.2,"4,836",5.6,"98,509","34,803","63,706",6.1,17.1,"88,050","31,284","56,766",5.4,15.3,"10,459",1.8,30.6,"3,503","3,511","22,668"
c. 10 to 19,"44,189","57,638","764,822","765,281","3,422",6.0,"2,593",4.5,"112,623","44,874","67,749",5.9,14.7,"113,540","34,287","79,253",4.5,14.8,-917,-0.1,29.4,"1,847","1,851","24,341"
d. 20 to 49,"27,686","37,695","1,112,684","1,120,072","1,715",4.6,"1,494",4.0,"138,800","51,100","87,700",4.6,12.4,"153,575","44,645","108,930",4.0,13.7,"-14,775",-1.3,24.8,925,925,"27,283"
e. 50 to 99,"9,141","12,360","828,685","836,190",540,4.4,459,3.7,"96,963","36,667","60,296",4.4,11.6,"111,972","31,686","80,286",3.8,13.4,"-15,009",-1.8,23.2,235,243,"16,915"
f. 100 to 249,"4,962","7,166","1,036,631","1,053,172",287,4.0,261,3.7,"112,058","43,025","69,033",4.1,10.6,"145,139","39,065","106,074",3.7,13.8,"-33,081",-3.2,21.2,132,132,"19,863"
g. 250 to 499,"1,524","2,007","656,523","673,949",61,3.0,78,3.9,"56,378","20,391","35,987",3.0,8.4,"91,229","26,423","64,806",3.9,13.5,"-34,851",-5.1,16.8,37,37,"12,847"
h. 500 to 999,647,817,"536,946","542,592",19,2.3,16,2.0,"43,895","13,108","30,787",2.4,8.1,"55,186","9,792","45,394",1.8,10.2,"-11,291",-2.1,16.2,10,10,"6,037"
i. 1000+,419,536,"1,178,390","1,188,139",11,2.1,12,2.2,"70,497","20,955","49,542",1.8,5.9,"89,995","18,809","71,186",1.6,7.6,"-19,498",-1.7,11.8,4,4,"6,615"
m. ALL,"399,560","458,116","7,266,371","7,295,607","47,694",10.4,"46,175",10.1,"886,318","327,967","558,351",4.5,12.1,"944,782","297,060","647,722",4.1,13.0,"-58,464",-0.9,24.2,"31,145","31,177","178,633"
,,2011,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"241,311","256,644","585,345","552,023","37,549",14.7,"38,091",14.9,"163,423","65,176","98,247",11.8,29.6,"96,779","64,163","32,616",11.6,17.5,"66,644",12.1,35.0,"24,865","24,882","42,889"
b. 5 to 9,"71,555","86,136","588,643","576,113","5,692",6.6,"4,975",5.8,"106,471","36,767","69,704",6.4,18.5,"81,411","31,985","49,426",5.6,14.1,"25,060",4.4,28.2,"3,542","3,546","22,750"
c. 10 to 19,"44,125","57,545","779,208","775,162","3,164",5.5,"2,850",5.0,"120,065","42,125","77,940",5.4,15.5,"111,972","37,538","74,434",4.8,14.4,"8,093",1.1,28.8,"1,953","1,956","25,653"
d. 20 to 49,"27,323","37,273","1,132,196","1,123,982","1,692",4.6,"1,465",3.9,"151,846","50,304","101,542",4.5,13.5,"135,418","43,853","91,565",3.9,12.0,"16,428",1.5,24.0,902,911,"27,024"
e. 50 to 99,"8,911","12,134","833,584","830,885",483,4.0,429,3.5,"100,661","33,120","67,541",4.0,12.1,"95,263","29,559","65,704",3.6,11.5,"5,398",0.6,23.0,229,229,"15,623"
f. 100 to 249,"4,773","6,998","1,055,031","1,050,729",289,4.1,244,3.5,"128,347","41,670","86,677",4.0,12.2,"119,743","35,649","84,094",3.4,11.4,"8,604",0.8,22.8,128,128,"19,321"
g. 250 to 499,"1,472","1,949","668,420","666,696",73,3.8,69,3.5,"74,607","25,086","49,521",3.8,11.2,"71,159","23,469","47,690",3.5,10.7,"3,448",0.5,21.4,32,32,"10,024"
h. 500 to 999,627,795,"537,904","537,492",14,1.8,13,1.6,"48,229","10,046","38,183",1.9,9.0,"47,405","8,737","38,668",1.6,8.8,824,0.2,17.6,5,5,"3,129"
i. 1000+,423,539,"1,195,707","1,200,092",10,1.9,8,1.5,"69,125","20,472","48,653",1.7,5.8,"77,896","17,931","59,965",1.5,6.5,"-8,771",-0.7,11.6,3,3,"5,463"
m. ALL,"400,520","460,013","7,376,038","7,313,174","48,966",10.7,"48,144",10.5,"962,774","324,766","638,008",4.4,13.2,"837,046","292,884","544,162",4.0,11.4,"125,728",1.8,22.8,"31,659","31,692","171,876"
,,2012,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"247,153","263,019","611,416","563,831","41,809",16.1,"34,170",13.2,"183,532","72,349","111,183",12.8,32.6,"88,361",D,"30,945",D,15.7,"95,171",16.9,31.4,"24,880","25,298","43,462"
b. 5 to 9,"73,181","87,709","609,340","590,437","6,215",7.1,"5,104",5.9,"123,234","40,272","82,962",6.8,20.9,"85,428","33,145","52,283",5.6,14.5,"37,806",6.4,29.0,"3,841","3,968","25,577"
c. 10 to 19,"43,629","57,234","796,554","782,908","3,133",5.5,"2,967",5.2,"136,827","41,711","95,116",5.3,17.5,"109,535","39,462","70,073",5.0,14.0,"27,292",3.5,28.0,"2,099","2,187","28,893"
d. 20 to 49,"27,629","37,427","1,150,929","1,135,258","1,864",5.0,"1,660",4.4,"176,002","55,373","120,629",4.9,15.5,"144,659","49,571","95,088",4.4,12.7,"31,343",2.8,25.4,"1,149","1,193","35,116"
e. 50 to 99,"9,095","12,339","845,468","842,977",526,4.3,466,3.8,"107,278","35,352","71,926",4.2,12.7,"102,295","31,492","70,803",3.7,12.1,"4,983",0.6,24.2,270,277,"18,513"
f. 100 to 249,"4,785","7,075","1,071,543","1,065,823",251,3.6,219,3.1,"122,139","37,333","84,806",3.5,11.5,"110,698","31,108","79,590",2.9,10.4,"11,441",1.1,20.8,122,125,D
g. 250 to 499,"1,509","2,002","677,338","680,070",62,3.1,50,2.5,"61,112","20,869","40,243",3.1,9.0,"66,576","16,822","49,754",2.5,9.8,"-5,464",-0.8,18.0,17,18,"5,791"
h. 500 to 999,648,821,"551,534","553,271",18,2.2,14,1.7,"49,702","12,375","37,327",2.2,9.0,"53,176","9,103","44,073",1.6,9.6,"-3,474",-0.6,18.0,4,4,"2,830"
i. 1000+,442,567,"1,260,113","1,247,819",13,2.3,2,0.4,"91,140","22,198","68,942",1.8,7.3,"66,552",D,"63,722",D,5.3,"24,588",2.0,10.6,1,1,D
m. ALL,"408,071","468,193","7,574,235","7,462,394","53,891",11.6,"44,652",9.6,"1,050,966","337,832","713,134",4.5,14.1,"827,280","270,949","556,331",3.6,11.1,"223,686",3.0,22.2,"32,383","33,071","179,556"
