Nebraska,0.424337508,0.415110004,0.52272421,0.554813003,0.721167341,0.704575779,0.716149622,0.620216295,0.780640125,0.823807055,0.943375036,0.662296718,0.932632115,0.996737949,1.037823923,1.048246446,0.976133972,1.011826544,1.116119155,1.197251311,1.400543167,1.347725064,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,0.198197305,0.199999149,0.279726119,0.16150339,0.213413652,0.214229607,0.193934213,0.161643242,0.079636856,0.068606481,0.07463074,0.044476072,0.245290576,0.242778847,0.25662411,0.264741004,0.274462488,0.374703799,0.258737568,0.275434582,0.226942161,0.236836279,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,0.346849047,0.405986547,0.487214467,0.542437946,0.518049807,0.563075027,0.648174221,0.592165117,0.473917979,0.724694673,0.82082772,0.777287902,1.069033658,1.228025243,1.735855126,1.698174973,1.62504927,1.525356439,1.496266294,1.518264443,1.573433812,1.667120305,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,0.424972871,0.447810408,0.450024922,0.463324644,0.491971735,0.514592728,0.502477389,0.545603657,0.560823901,0.570262999,0.566409394,0.593196186,0.62170803,0.627388955,0.627387744,0.62804888,0.633873775,0.664151526,0.677471563,0.748453483,0.908337841,0.891694264,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,0.288266389,0.305999984,0.343830269,0.368478144,0.352063975,0.312415744,0.397451072,0.297629785,0.462900814,0.521517331,0.377672678,0.222415079,0.341516767,0.49530316,0.495717088,0.449714493,0.424336721,0.716150985,0.717525162,1.885064489,0.90718355,0.797608638,,,,,,,,,,,,,,,,,,,,,,,,
New York,0.844393596,0.885397114,0.908133951,0.962358061,0.99800735,0.998294623,1.022157973,1.133789295,1.178717922,1.266957764,1.448449697,1.51482787,1.271902341,1.416522304,1.53285581,1.641673268,1.644796574,1.66392854,1.700222784,1.601021011,1.97246277,1.915317423,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,0.816380102,0.888168563,1.000209921,1.129959463,1.227560044,1.224873054,1.236072454,1.1743935,1.300218504,1.326669385,1.218818291,1.192408334,1.404196451,1.471801638,1.50446733,1.646076668,1.643856756,1.53538884,1.521397202,1.644045548,1.741615683,1.795253872,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,0.221688884,0.292020784,0.395990079,0.49418792,0.4952947,0.471867697,0.537198112,0.616420494,0.581179671,0.539970687,0.654501662,0.806700996,0.778762996,1.001014727,1.094491062,0.673038094,0.516296434,0.63896963,0.677482186,0.733709359,0.790739561,0.485549621,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,0.49469071,0.547474064,0.572287701,0.592967789,0.578496888,0.612137766,0.639024569,0.624686876,0.588392209,0.663320467,0.7232658,0.635957095,0.755931775,0.822348048,0.814801841,0.775493567,0.685690953,0.86748787,0.85907124,0.879737539,0.915752858,1.021999289,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,0.263221477,0.283884678,0.321326102,0.368271593,0.34301345,0.383824904,0.418189668,0.440192578,0.472947853,0.412136954,0.404985325,0.374528475,0.384253643,0.416014314,0.328412326,0.404491616,0.349662425,0.446919837,0.435650678,0.529888523,0.493421376,0.447738629,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,0.427140461,0.484386893,0.515579314,0.601073313,0.74861062,0.789080047,0.750523994,0.73545567,0.598967717,0.704104292,0.704730637,0.696066484,0.710877683,0.552944429,0.588197259,0.606036707,0.654454277,0.622578998,0.641402848,0.903274659,1.134814866,1.087444073,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,0.713790431,0.805168435,0.917639403,0.979603887,1.097949754,1.129369802,1.225301958,1.393764661,1.413765264,1.506708866,1.678266513,1.540840191,1.571668204,1.676371444,1.672598636,1.70499093,1.731723811,1.805734384,1.812372209,1.952917801,1.969938488,1.86268845,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,0.738356465,0.690006023,0.99454796,0.949801461,0.906623944,0.996815207,0.969016637,0.996534631,1.164973572,1.567659055,1.014706093,0.985171347,0.947004456,0.955418694,0.961232744,1.890904673,1.769156159,1.749422769,1.871245715,2.100259769,2.514932411,2.553495339,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,0.225096004,0.296144734,0.326395724,0.385475822,0.414931276,0.428561722,0.394019963,0.439923303,0.445106216,0.515997715,0.66555026,0.709186413,0.587095851,0.546809223,0.533891313,0.624959709,0.642543836,0.718651459,0.656230139,0.618525082,0.647873293,0.637689267,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,0.109837806,0.037871615,0.117132594,0.099892117,0.214213581,0.177171919,0.223439911,0.132524931,0.114185231,0.139811255,0.110299795,0.100521595,0.134102186,0.189971728,0.221067757,0.228748203,0.204492375,0.361107672,0.32159188,0.494195624,0.584696052,0.59985788,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,0.490162874,0.55859033,0.709595095,0.687344705,0.67367913,0.590817121,0.692378226,0.729712854,0.746607886,0.784518828,0.776355485,0.871731786,0.858254765,0.976501056,1.051226347,1.01154631,0.942904244,0.813453016,0.935970549,0.974617362,1.257939229,1.315278796,,,,,,,,,,,,,,,,,,,,,,,,
Texas,0.588857875,0.532655824,0.598438505,0.644998936,0.715103797,0.675153597,0.801863444,0.826322773,0.963021469,0.897947492,0.816987265,0.815336102,0.807541694,0.920288545,0.930703501,0.881828332,0.973860733,0.924409999,0.948539175,1.062514494,1.05204743,1.046108711,,,,,,,,,,,,,,,,,,,,,,,,
Utah,0.891479638,0.839962094,0.801594677,0.660302475,0.761678196,0.930889259,1.016733308,1.218696234,1.199755935,1.202202216,0.980323293,0.916299348,0.855399637,0.896990006,0.878232876,0.965941991,0.927334381,0.81585166,0.852413658,0.90548876,1.189590416,0.994650693,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,0.829648922,0.833793544,0.870030786,0.876035314,1.029147751,0.915258503,0.82279132,0.588826158,0.86126547,0.89002213,1.307119083,1.275474837,1.363029579,1.473892077,1.532041555,1.661992313,1.184372283,1.153005301,1.328570163,1.11801603,1.246686251,0.96247753,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,0.402528122,0.418095305,0.426062049,0.54363268,0.574235665,0.525884667,0.563600221,0.577909808,0.643253968,0.676784386,0.690562379,0.649328491,0.694085839,0.668584327,0.720254805,0.847831847,0.91213877,0.9045304,0.932280301,0.898956874,0.897117997,1.067563289,,,,,,,,,,,,,,,,,,,,,,,,
Washington,0.874359865,0.947638858,1.024521704,1.116108181,1.180480663,1.204083871,1.317446759,1.315721836,1.382253559,1.549980863,1.392211483,1.312605552,1.409959014,1.341148301,1.445908307,1.35921242,1.408983849,1.29208002,1.139016775,1.285608763,1.494292293,1.465241843,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,0.194586675,0.232856438,0.224362505,0.175771932,0.132388111,0.112637494,0.108248539,0.078308195,0.061418863,0.035384922,0.206749718,0.152828221,0.139690608,0.121415434,0.15325256,0.215584999,0.275175142,0.26714723,0.380898831,0.388900948,0.392877625,0.465526203,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,0.668045753,0.72678723,0.759950722,0.816580521,0.837661683,0.902606523,0.910239461,0.890319253,0.733254063,0.802058617,0.890483332,0.921698931,0.888350789,0.92577106,0.868074713,1.061638432,1.151710164,1.075067301,1.266937631,1.361880516,2.129946047,1.432390616,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,0.335777796,0.345676879,0.500933558,0.749362245,0.614781337,0.776799586,0.730707539,1.326382109,0.996390435,0.989100869,1.243822907,0.733550555,0.470524971,0.737970246,1.048578684,1.005682907,0.75554322,0.788897005,1.049832027,0.905345475,0.834049761,0.694435676,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
